,지역,가맹점명,분류,주소,Latitude,Longitude
21437,인천,주식회사 차렌터카,교통수단,"인천광역시 연수구  먼우금로 218 연수푸르지오3단지 상가 301, 302호",37.4166023,126.6776931
19831,서울,피아노챔버,음악,서울특별시 관악구  남부순환로240길 40-12 galleryhouse 갤러리하우스 예 1층,37.4763572,126.9611633
20877,경기,풀잎문화센터 진건지부,문화체험,경기도 남양주시 진건읍 진건오남로105번길 16 세아아파트 세아상가 2층 202호,37.6606928,127.1770309
14083,경기,수원화성 장안문,관광지,경기도 수원시 팔달구 장안동  1-1,37.2884857,127.0139287
127,충남,둘레표구사,미술,충남 논산시 강경읍 남교리81,36.1593456,127.0190873
17634,전남,평화해운㈜ 당목지점,교통수단,전남 완도군 약산면 당목길 144,34.3777681,126.9466569
7707,서울,키즈쿠아,체육시설,서울 광진구 아차산로 499 광장동청구아파트 상가 지하1층 키즈쿠아 광장점,37.5424859,127.0962615
5265,경기,도농동주민자치센타,문화체험,경기도 남양주시  다산중앙로 7,37.6191011,127.1576713
10777,울산,면학서림,도서,울산 남구 문수로327번길 3  (옥동),35.5356783,129.2891197
7554,경북,영미사진관,미술,경북 경산시 자인면 일연로 64-1,35.819041,128.8230045
3581,제주,빨강궁전,숙박,제주 제주시 애월읍 고내봉길 42-9,33.4593876,126.335282
13376,제주,주식회사 꿈키,문화체험,제주 서귀포시 동홍서로 112번길 1,33.25842,126.5707806
2847,서울,진스튜디오,미술,서울 성동구 금호동1가125-2,37.5548631,127.020174
7533,경북,예지서림,도서,경북 울진군 후포면 후포로 39-2,36.6791789,129.44585
2122,대구,월드문고,도서,대구 수성구 달구벌대로3224 b102,35.8390495,128.7089632
11064,강원,빨간머리앤,숙박,강원 평창군 봉평면 면온리 697-1,37.5752652,128.3539816
5314,경기,캐슬모텔,숙박,경기 동두천시 생연동 어수로106번길 26,37.9009733,127.0539517
11496,경남,월드볼링센타,체육시설,경남 창원시 마산합포구 해안대로 11,35.1806362,128.560254
15191,강원,켄싱턴리조트 설악비치,숙박,강원 고성군 토성면 동해대로 4800,38.2432185,128.5723665
4077,충북,주식회사인터투어,숙박,충북 단양군 단양읍  삼봉로31,36.9820869,128.3485245
19240,경기,장안청소년문화의집(수원시청소년재단),문화체험,경기 수원시 팔달구 권광로 293,37.2741231,127.0348936
1531,경북,마우나오션리조트,숙박,경북 경주시 양남면 동남로 982 (신대리),35.6908124,129.3928162
15568,제주,하얀산호펜션,숙박,제주 제주시 우도면 우도해안길 144,33.4941796,126.9452751
6388,전남,칠성종합서적,도서,전남 광양시 광양읍 호북길 5,34.9795121,127.5838863
11144,서울,한양스튜디오,미술,서울 서대문구 홍은동 9-178,37.5984514,126.9491301
21133,제주,뽀로로앤타요 테마파크 제주,관광지,제주특별자치도 서귀포시 안덕면 병악로 269,33.2968281,126.3723948
22652,서울,한길서점,도서,서울 서대문구 독립문로 56 감리교신학대학 구내,37.5674793,126.9619615
11720,제주,OK승마장,체육시설,제주 서귀포시 표선면 번영로2595,33.4027906,126.7831873
10656,전남,한빛서점,도서,전남 여수시 무선로 59 (선원동),34.7662996,127.6558956
3050,서울,까치사진관,미술,서울 동대문구 답십리로 308 흥국상가1층5호,37.5718226,127.0746768
18105,서울,시립서울청소년센터,문화체험,서울특별시 중구  을지로11길 23 청소년회관 시립서울청소년센터,37.5674238,126.9905238
14675,전남,CGV 순천,영상,전라남도 순천시  장명로 22,34.9507475,127.4863822
9004,서울,동원,체육시설,서울 서초구 강남대로34길 32 지하1층,37.4833215,127.0377778
15646,전남,드림오피스(옥암점),도서,전라남도 목포시 옥암동 955,34.8094785,126.4278601
4181,경기,다농서점,도서,경기 안산시 상록구 월피동 445,37.3283199,126.8442318
7165,경북,칠곡관광여행사(주),여행사,경북 칠곡군 북삼읍 인평중앙로 28,36.0619167,128.3439356
7824,서울,뉴청룡볼링장,체육시설,서울 용산구 갈월동 98-38 지하1층,37.5412057,126.9725428
11386,대전,이도저도,도서,대전 유성구 신성로 62번길15,36.3885334,127.3486311
15238,서울,발리모텔,숙박,서울특별시 광진구  아차산로 316 발리모텔,37.5376299,127.0778152
15697,광주,캠프VR(캠프브이알(VR)),문화체험,광주광역시 동구  충장로 72 와이즈파크 6층,35.1484751,126.9150982
8902,강원,코리아종합서비스(코리아사진관),미술,강원 영월군 영월읍 중앙로 19,37.1836827,128.4659256
4387,경기,피카소북,도서,경기 안양시 동안구 신기대로33번길 12 1층,37.3805984,126.9584941
10296,경남,내외서점,도서,경남 김해시 경원로 80,35.2366218,128.8687973
9168,대구,삼성플러스관광 (주),여행사,대구 수성구 신매로16길 46 대구시티투어버스 (신매동),35.8384572,128.7097538
2213,대전,광장서점,도서,대전 유성구 지족동902-6번지,36.3750874,127.3191329
12550,부산,더월드모텔,숙박,부산 동구 초량1동622-3번지,35.1125874,129.0377247
8681,경기,CGV 안성,영상,경기도 안성시  아양2로 109,37.003199,127.256648
2752,인천,클아이포토,미술,인천 서구 마전동 604-7 사진관,37.5958184,126.6708489
21252,강원,삼천리자전거 평원점,체육용품,강원도 원주시  평원로 24,37.3490292,127.9529266
18851,서울,포도몰문화센터,문화체험,서울특별시 관악구  신림로 330 포도몰 6층,37.4838713,126.9301501
18537,부산,제일유리,미술,부산광역시 중구  중구로 28 국제시장6공구 B동 하층 제일유리,35.1002331,129.0280709
12719,부산,369모텔,숙박,부산 동구 자성로90번길 1,35.1348524,129.0621098
19357,광주,사진문화원(평화사진문화원),미술,광주광역시 북구  서하로 365 2층 (문흥동),35.1864515,126.9204776
12130,경남,해금강유람선,교통수단,경남 거제시 남부면 해금강로 270,34.7397542,128.6635477
17550,경기,필룩스 조명박물관(㈜필룩스),미술,경기도 양주시 광적면 광적로 235-48,37.8361145,126.9679502
22328,제주,아름다운스포츠,체육용품,제주특별자치도 제주시  수덕5길 37,33.4850619,126.4748983
13081,경북,한솔탁구교실,체육시설,경북 포항시 남구 상공로 38,36.0118409,129.3564527
9526,서울,방송대출판문화원 직영서점,도서,서울 성동구 아차산로12 방송대서울지역대학 지하 1층,37.5473375,127.0459042
3931,전북,홍익서점,도서,전라북도 부안군 부안읍 석정로 233 백제한의원,35.7246981,126.7377922
4756,경북,좋은사진,미술,"경북 포항시 북구 학전로 73-1, 경성빌라 나동 104호 ",36.0593447,129.3750886
20889,충북,삼천리자전거 금왕점,체육용품,충북 음성군 금왕읍 덕금로 1203,36.9915796,127.5909948
11177,경북,우방사진관,미술,경북 경주시 안강읍 산대리 2388번지 한성상가 101호,36.0032646,129.1969681
22485,경기,경기상상캠퍼스아트숍((재)경기문화재단),미술,"경기도 수원시 권선구  서둔로 166 경기상상캠퍼스 디자인1978, 1층",37.2629491,126.9817372
19408,전남,드림디포 구례점,미술,전라남도 구례군 구례읍 봉성로 16 드림디포,35.2035935,127.4646404
17442,충북,전경주사진이야기,미술,충청북도 충주시  사직로 54,36.9666849,127.91861
13236,서울,가나안기독교백화점,도서,서울 관악구 관악로 223,37.4848027,126.9551282
19244,경기,한신모텔,숙박,경기 성남시 수정구 공원로333번길 10,37.4427057,127.1501785
19700,강원,설악산생태탐방원(국립공원공단),숙박,강원 인제군 북면 쇠리길 106-40,38.1246897,128.302657
8832,충남,드림스포츠,체육용품,충청남도 공주시  한적1길 16 드림빌 102호,36.475583,127.1377126
15612,전북,대림파크,숙박,전라북도 군산시  상나운3길 13 대림파크,35.9636461,126.6918209
8909,광주,골목사진관(현스냅),미술,광주광역시 북구  첨단연신로107번길 45-11 (고원빌딩2층 201호),35.2347866,126.8640703
13713,경북,안동파크호텔,숙박,경북 안동시 경동로 707(운흥동),36.5599574,128.7308459
652,부산,동서대 구내북카페,도서,부산 사상구 주례로 47(주례동),35.1461158,129.0070426
5666,강원,영은모텔,숙박,강원 춘천시 중앙로 186-10,37.874796,127.714847
19856,경기,소사국민체육센터(부천시청),체육시설,경기도 부천시  소사로 108,37.4682437,126.7983167
16632,경기,경기 양평 유기농 정보화마을,관광지,경기 양평군 옥천면 하사천길 14,37.5273143,127.4858301
4533,경기,이천시외버스터미널,교통수단,경기 이천시 중리동 219-1,37.276916,127.4473819
4534,경기,이천종합터미널(고속),교통수단,경기 이천시 중리동 219-1,37.276916,127.4473819
1058,충북,럭키장여관,숙박,충북 제천시 의림대로 7-2 (영천동),37.129216,128.2055717
2765,서울,한강모텔,숙박,서울특별시 강동구  구천면로 147,37.5423104,127.1214756
16141,전남,영광레포츠,체육용품,전라남도 영광군 영광읍 중앙로 159,35.2732238,126.5118381
1106,경기,소요 볼링장,체육시설,경기 동두천시 동두천로 222,37.9011848,127.0559434
10597,경북,그린여행사 (주),여행사,경북 경주시 안강읍 초제길 39-12,36.0279411,129.2248519
7614,경북,죠이텔여관,숙박,경북 경산시 하양읍 하양로 178-1,35.9170433,128.8253481
19274,경기,3949 당구클럽,체육시설,"경기 안양시 동안구 경수대로 603, 3층 ",37.3762567,126.9555937
19744,충남,충남 계룡 쌈채피망청정 정보화마을,관광지,충남 계룡시 엄사면 광석향한길 43-8,36.2661089,127.2243951
2782,서울,서경대 구내서점,도서,서울 성북구 서경로 124번지 청운관,37.6153765,127.0135494
9987,경기,모노폴리스튜디오,미술,경기 시흥시 함송로 15 206호,37.3640049,126.7302897
7365,경북,아름다운사진 봉곡점,미술,경북 구미시 봉곡남로 123,36.1507737,128.3152448
10132,경남,합천영상테마파크,관광지,경남 합천군 용주면 합천호수로 757 (가호리),35.5520652,128.064163
16504,인천,CGV 부평,영상,인천광역시 부평구  마장로 489 아이즈빌아울렛 3층,37.5217753,126.703455
14821,부산,아이랜드,도서,부산광역시 남구  천제등로 11 동성하이타운 제상 -마-21호,35.1337042,129.0874962
9296,대전,호텔카라,숙박,대전 서구 월평동 월평로 57 선우빌딩,36.3563226,127.3632372
21494,인천,하늘정원펜션,숙박,인천광역시 강화군 화도면 동녘말길220번길 63 하늘정원,37.6158802,126.4009288
3315,전남,서울모텔 (여관),숙박,전남 여수시 무선6길 42-3 (선원동),34.7759975,127.6504025
15772,경기,㈜아름방송네트워크(케이블티비),영상,경기 성남시 분당구 정자동23-3번지,37.3668381,127.1062887
17959,광주,황금휘트니스&복싱클럽,체육시설,광주광역시 광산구  광산로 92 2층,35.1418208,126.8008787
9072,경기,하늘과 바람 별,숙박,경기 포천시 화현면 명덕리106-19,37.8694031,127.278039
22473,대구,VIP렌트카,교통수단,대구광역시 동구  동촌로 388,35.8759566,128.6808895
22361,경북,은하사진관,미술,경상북도 상주시  상산로 266-1,36.4146005,128.159579
6789,경북,코리아장여관,숙박,경북 안동시 중앙시장3길 5 (옥야동),36.5638205,128.7216173
227,부산,낙원별장,숙박,부산 남구 문현동  408-16,35.1375867,129.0702621
15794,서울,중랑구민체육센터(서울특별시중랑구시설관리공단),체육시설,서울특별시 중랑구  신내로15길 189 중랑구민체육센터,37.6151721,127.0874763
1832,부산,우리서점,도서,부산 부산진구 동성로 20-1,35.1522379,129.068519
11367,서울,(자)경인렌트카 영등포영업소,교통수단,서울 영등포구 시흥대로173길 13신대림자이제1층 105-2호,37.4865505,126.902434
15193,광주,반하다,문화체험,광주광역시 서구  금호운천길 54-18 1층,35.1398978,126.857938
8276,강원,고려궁전통한옥호텔,숙박,강원 평창군 대관령면 올림픽로 1169,37.6416866,128.6713269
15424,강원,장학문구사,미술,강원도 삼척시  척주로 17,37.4442786,129.1658163
19580,인천,CGV 연수역,영상,인천광역시 연수구  벚꽃로 106 연수광장프라자 8층,37.4177699,126.6773086
22911,전북,와와일공구 인후1호점(와와문구),미술,전라북도 전주시 덕진구  모래내6길 13,35.8346572,127.1456312
20256,충남,알톤스포츠 성정점(천안성정MTB),체육용품,충청남도 천안시 서북구  봉정로 137 앙상블자동차용점 알톤스포츠 성정점,36.8144286,127.1416102
4466,경기,이진도예,문화체험,경기도 이천시  경충대로 2908,37.293935,127.4215146
22548,경북,증산수도계곡캠핑장,관광지,경북 김천시 증산면 수도길 25,35.8644435,128.0120849
2277,서울,로즈마리,숙박,서울 송파구 잠실동  184-16,37.5111886,127.0845246
15837,충남,삼천리자전거 아산배방점,체육용품,"충남 아산시 배방읍 북수로 155, 1층 ",36.7731718,127.069716
6697,경북,클릭앤클릭(소망레코드),음악,경상북도 구미시 형곡1동  147-1 형곡시장프라자 30호,36.1130132,128.3341021
20100,경기,심상소사진관,미술,경기도 남양주시  다산중앙로145번길 17 1층,37.4125221,127.2552572
8629,강원,팝모텔,숙박,강원 원주시 단계동  863-3,37.3462504,127.9296616
9618,경기,아침고요수목원,관광지,경기 가평군 상면 수목원로 432,37.7439678,127.3524864
6859,경기,놀숲 송탄점,도서,경기 평택시 특구로 10 (서정동),37.0661883,127.0632366
14485,전남,한국대나무박물관(대나무자원연구소),미술,전라남도 담양군 담양읍 죽향문화로 35 담양문화원,35.3094544,126.9766564
2789,서울,동아사진관,미술,서울 성북구 화랑로 87(하월곡동),37.6080853,127.0324817
7761,서울,궁동탁구클럽,체육시설,서울 구로구 궁동 282-6 지층,37.4967505,126.8298017
21390,충북,제천시 어울림체육센터,체육시설,충청북도 제천시  관전로 70 제천시 어울림체육센터,37.1306501,128.2286663
6838,경남,(주)남양관광,여행사,경남 진주시 일반성면 동부로 1964번길,35.1707685,128.2768849
9672,대구,팔공산심천랜드온천,관광지,대구 동구 서촌로 145 (송정동),35.9867126,128.6205087
13257,경기,푸른세상문고,도서,경기도 의정부시  가능로97번길 41,37.7487967,127.0416912
14134,대전,중부디지탈사진관,미술,대전광역시 중구  산성로 55,36.3074875,127.3947771
1797,대구,(주)동부익스프레스(대구),교통수단,대구 동구 효목동 277-1,35.8783591,128.6312955
6105,서울,(주) 아트유저,미술,서울특별시 종로구  평창30길 15 평창프라쟈 갤러리 아트유저,37.6111188,126.9747236
10085,강원,㈜다다엔터테인먼트,공연,강원도 춘천시 금강로68-12 엠백화첨 별관4층 (조양동),37.8787481,127.7278533
12858,경기,(주)아이막,도서,경기 수원시 영통구 원천동 월드컵로 206,37.2833633,127.0465105
19393,경기,삼천리자전거할인매장,체육용품,경기도 광주시 초월읍 무들로47번길 7,37.38762,127.2930058
15814,대전,아트그라운드 플래닌(주식회사 플래닌),공연,대전광역시 서구  대덕대로162번길 51 덕수빌딩 지하1층 (갈마동),36.3456932,127.3779267
19234,경기,대지스튜디오,미술,"경기 의정부시 시민로121번길 26-8, 2층 ",37.7394538,127.049562
9556,서울,전통공연예술진흥재단,미술,서울특별시 서초구  남부순환로 2364 국립국악원,37.4777592,127.0083043
16420,서울,국립국악원,공연,서울특별시 서초구  남부순환로 2364 국립국악원,37.4777592,127.0083043
9260,서울,(주)엠브이피투어,여행사,서울 마포구 마포대로 173(공덕동) 1701호,37.54909,126.9532728
11384,서울,알라딘 중고서점 강서홈플러스점,도서,서울특별시 강서구  화곡로 398 홈플러스강서점앤본사사옥 4층,37.558418,126.854838
13126,대구,YES24 대구반월당점(예스이십사 주식회사 대구반월당점),도서,"대구광역시 중구  달구벌대로414길 26 1,2층 예스24 중고서점 대구반월당점",35.8649133,128.5895315
20138,광주,(주)굿바디트레이닝,체육시설,광주광역시 북구  초당로7번길 5,35.1948424,126.8937019
12149,전남,강진버스터미널,교통수단,전남 강진군 강진읍 영랑로 35,34.6385099,126.7679251
16668,서울,서초사진관,미술,서울특별시 서초구  반포대로10길 35 서초지웰 상가 108호,37.4842058,127.0136789
9513,서울,(주)대한음악사,음악,서울 서초구 남부순환로 2406(서초동),37.4786094,127.0113069
18628,서울,도봉실내수영장,체육시설,"서울 도봉구 도봉로180나길 41(도봉동, 한신아파트상가 내) 지하 2층 ",37.682197,127.045518
16559,서울,LG트윈스(서울 잠실야구장),스포츠관람,서울특별시 송파구  올림픽로 25 서울종합운동장,37.5153013,127.0728076
16877,서울,두산베어스(서울 잠실야구장),스포츠관람,서울특별시 송파구  올림픽로 25 서울종합운동장,37.5153013,127.0728076
17724,서울,SK나이츠 SHOP(㈜조이포스플러스),체육용품,서울특별시 송파구  올림픽로 25 서울종합운동장,37.5153013,127.0728076
577,대구,예송사진관,미술,대구 달서구 송현로 149 (송현동),35.8307851,128.5444531
1968,대구,박물관 수,미술,대구광역시 수성구  국채보상로186길 79,35.8648602,128.6341714
6156,서울,가회민화박물관,미술,서울특별시 종로구  북촌로 52,37.5814333,126.9852321
19925,전북,롯데시네마 익산모현,영상,전북 익산시 선화로 77,35.9538421,126.9812665
9836,강원,문배골 캠핑장,관광지,강원 춘천시 남산면 백양리 175,37.7986682,127.5897017
5739,강원,대한렌트카(주),교통수단,강원 춘천시 효자동  709-13 1층좌동,37.8663654,127.7330168
12681,대구,아이엠화방(대삼화방),미술,대구광역시 중구  명덕로 233-1,35.8566145,128.595884
16489,경기,한을도예공방(한을도예미술교습소),문화체험,경기도 의정부시  신촌로29번길 20-22 1층,37.751136,127.0387345
3385,제주,홍익여행사,여행사,제주 제주시 한북로 79,33.4638683,126.5245417
9341,서울,주식회사 허브여행사,여행사,"서울특별시 강서구 등촌동  633-7, 1층",37.5540135,126.8670174
11148,서울,은평문화원,문화체험,서울 은평구 녹번로 16,37.6036744,126.927865
880,충남,스튜디오 행복한날,미술,충남 천안시 서북구 두정동 998 102호,36.8355624,127.1354939
14016,경기,여나씨그릇,문화체험,"경기 김포시 초당로 16번길 86-4, 101호 ",37.6409924,126.6719694
9687,대전,류포토그라피 스튜디오,미술,대전 유성구 대학로 153 지하,36.3606805,127.3504289
4352,경기,(주)국화렌트카,교통수단,경기 의정부시 경의로85번길 16-2,37.7336291,127.0450316
19037,울산,디디바바문구라인,미술,울산광역시 동구  문현로 34 디디바바 문구라인,35.4854128,129.4134104
16264,대전,메가박스 대전현대아울렛,영상,대전 유성구 테크노중앙로 123 현대프리미엄아울렛 대전점 3층~4층,36.4234842,127.3984443
19802,충남,충남 홍성 속동갯벌 정보화마을,관광지,충남 홍성군 서부면 남당항로 689,36.5767826,126.4644756
22314,전북,문학문구,미술,전라북도 전주시 완산구  문학대5길 11-8,35.8277284,127.103379
17166,전북,삼천리자전거 삼례점(케이바이크(K-Bike)),체육용품,전라북도 완주군 삼례읍 삼례로 381-1,35.91105,127.0717443
12356,경북,진성주단,문화체험,경상북도 안동시 경동로 862 시장상가 50호,36.5646427,128.7151397
14635,제주,제주풀무질,도서,제주특별자치도 제주시 구좌읍 세화합전2길 10-2,33.5132234,126.8588739
19140,경기,비타7펜션,숙박,경기 가평군 북면 가화로 1343,37.9407097,127.4912991
15895,경북,혼수명가예전(혼수의명가 예전),문화체험,경상북도 김천시  자산로 115,36.1208863,128.1193972
9271,경남,(주) 여행만들기,여행사,경남 거제시 거제중앙로 1894,34.8873269,128.6238528
21711,경기,놀숲 구리돌다리점,도서,"경기 구리시 안골로77번길 47, 2층 ",37.5994832,127.1394124
12188,충북,삼천리자전거 강서점,체육용품,충북 청주시 흥덕구 가로수로1164번길 3,36.6267702,127.4264377
4472,경북,(주)대저해운,교통수단,경북 포항시 북구 해안로 44 포항연안여객터미널 대저해운,36.0516863,129.3777498
9227,전북,부안체육사,체육용품,전라북도 부안군 부안읍 번영로 89,35.7267638,126.7305026
19952,전북,월명수영장(군산시청),체육시설,전북 군산시 번영로 281,35.9639181,126.7476388
17777,서울,드림악기,음악,서울특별시 강서구  공항대로 437 운산한의원 1층 드림악기,37.5548911,126.8559509
11006,강원,(주)현대관광렌트카인제영업소,교통수단,강원 인제군 인제읍 비봉로37-1,38.0662263,128.1743762
18530,경기,무아공방,문화체험,경기도 이천시  경충대로2993번길 38 태관도요 1층 무아공방,37.2942016,127.411992
14346,서울,중랑숲캠핑장&중랑청소년체험의숲,관광지,서울특별시 중랑구  망우로87길 110 캠핑장관리소,37.6066977,127.1101168
7428,경북,인스튜디오,미술,경북 구미시 송정대로 58,36.1176173,128.3452625
4995,경기,군포국악사,문화체험,경기 군포시 금산로 64,37.3679808,126.9386228
8593,경기,아방궁 당구클럽,체육시설,경기도 안양시 동안구 관평로182번길 31,37.3938614,126.9620047
9536,경기,정우스튜디오,미술,경기 수원시 장안구 송죽동 499-7,37.3014688,127.0082558
18980,경북,알파문구 포항남구점,미술,경상북도 포항시 남구  대이로 165 연우빌딩 1층,36.0295779,129.3391366
9487,서울,KCDF갤러리,미술,서울특별시 종로구  인사동11길 8 공예종합유통지원센터,37.5739994,126.9841489
940,충북,(주)나드리관광여행사,여행사,충북 청주시 상당구 월평로214번길 6-1,36.6078566,127.5065654
12091,충남,㈜롯데렌터카 천안아산KTX영업소,교통수단,충남 아산시 배방읍 광장로 210 와이몰1층 101호,36.7954646,127.1074568
2923,서울,대우장,숙박,서울 강서구 양천로 54,37.5729132,126.809852
19625,대구,e편한서점문구(이편한서점),미술,대구광역시 달성군 다사읍 다사역로 60 다사e-편한세상아파트 상가 301동 112호,35.868378,128.4569584
10378,부산,진선미필림,미술,부산 수영구 연수로415번길 60,35.1702763,129.1159182
5357,강원,강릉구내서적,도서,강원 강릉시 지변동 죽헌길 7 강릉원주대학교 생명대강의실,37.7701317,128.8690744
15254,인천,드림랜드,관광지,인천 중구 북성동1가98-56,37.4747543,126.5995501
5688,강원,설악산파크,숙박,강원 속초시 설악동  247-15,38.1681813,128.4769101
20399,전북,전북 김제 남포들녘 정보화마을,관광지,전북 김제시 성덕면 지평선로 124,35.8111063,126.7884165
21651,광주,아리랑주단,문화체험,광주광역시 동구  충장로 51-1,35.1500771,126.913918
12114,대구,삼천리자전거 성당점,체육용품,"대구 달서구 대명천로 95 ,  ",35.8392172,128.5493458
6149,울산,그린 스튜디오,미술,울산광역시 중구  시계탑거리 27 2층,35.5540505,129.3219157
4390,경기,아주스튜디오,미술,경기 수원시 영통구 아주로 22,37.2767553,127.0441266
12479,강원,좋은교육,도서,강원 강릉시 경강로 2170 (옥천동),37.7589843,128.9024007
1206,서울,주식회사 북새통 문고,도서,서울 마포구 홍익로6길 57(동교동),37.5566007,126.9243624
20079,서울,에이치디아이,문화체험,서울특별시 용산구  이태원로 274 용산공예관 201호,37.5389612,127.0020591
8603,경기,놀숲 남양주오남점,도서,"경기 남양주시 오남읍 진건오남로 804, 지하1층 ",37.698372,127.2029
17510,경북,고마워스튜디오,미술,경상북도 영천시  수원지길 22-11,35.9626454,128.922937
15137,경기,호계체육관 탁구장(안양도시공사),체육시설,경기도 안양시 동안구  귀인로80번길 52 호계체육관,37.3801404,126.9469222
15494,경기,호계체육관 배드민턴장(안양도시공사),체육시설,경기도 안양시 동안구  귀인로80번길 52 호계체육관,37.3801404,126.9469222
15624,경기,호계체육관 볼링장(안양도시공사),체육시설,경기도 안양시 동안구  귀인로80번길 52 호계체육관,37.3801404,126.9469222
7422,경북,호텔갤러리,숙박,경북 구미시 상사서로18길 9,36.0975669,128.3579428
5850,강원,용평리조트,숙박,강원도 평창군 대관령면 올림픽로 715 용평리조트,37.6457152,128.6824771
19695,광주,(유)차판사렌트카,교통수단,광주광역시 남구  서문대로 758,35.1271276,126.8982152
4494,경기,나드리사진관 (스튜디오),미술,경기 양주시 가마골로 4 3층 (부곡리),37.7191507,126.9751772
13850,경남,삼가터미널,교통수단,경남 합천군 삼가면 금리 64-5,35.4146239,128.1216695
6022,인천,노블레스 모텔,숙박,인천광역시 남동구  경인로644번길 113 노블레스모텔,37.4649592,126.7137759
11046,전북,쉐르빌모텔,숙박,전북 정읍시 내장산로 937,35.4932457,126.9284376
5768,경기,경기도 광주 터미널,교통수단,경기 광주시 광주대로 30,37.409522,127.2612286
19232,경기,E스튜디오,미술,경기 광주시 광주대로 30,37.409522,127.2612286
18129,경북,영양 작은영화관(재단법인 영양축제관광재단),영상,경상북도 영양군 영양읍 군민회관길 7 영양문화원 2층,36.66349,129.1175597
12431,강원,영월관광합자회사,여행사,강원 영월군 영월읍 하송로 193,37.1731135,128.4547608
14987,부산,삼천리자전거 동구점,체육용품,부산광역시 동구 좌천동  68-858,35.1307972,129.0512408
4113,경북,(자)청량관광,여행사,경북 봉화군 봉화읍 봉화로 1129,36.8912223,128.7335336
3218,충북,청맥서점 니즈,도서,충북 청주시 청원구 오창읍 구룡5길 12,36.7129798,127.4153654
22614,서울,노원문고 중계점,도서,서울특별시 노원구  중계로 206 세일학원 B1,37.6508043,127.0775065
9944,경기,쁘띠베베스튜디오,미술,경기 고양시 덕양구 충장로282번길 137,37.6413028,126.8428763
1037,충북,도서할인매장 책마을,도서,충북 충주시 연원17길 1 (연수동),36.9825208,127.9327196
19691,서울,알톤스포츠 바이크아카데미,체육용품,서울특별시 도봉구  방학로 53 1층,37.6625008,127.046381
9014,제주,만복모텔,숙박,제주 제주시 삼도일동 750-3,33.5096572,126.5190984
9747,충남,(주)쎄니트 공주지점,영상,충남 공주시 흑수골길 12,36.4735186,127.1388792
14909,충남,메가박스 공주,영상,충남 공주시 흑수골길 12,36.4735186,127.1388792
11849,서울,한양탁구장,체육시설,서울 성동구 왕십리로 235,37.5572334,127.0413102
15946,부산,알톤스포츠(알톤스포츠 당리점),체육용품,"부산광역시 사하구  낙동대로 359 알톤스포츠 하단,당리, 사하대리점 (당리동)",35.1014706,128.9780744
5127,강원,파랑새음반,음악,강원 화천군 화천읍 하리 32,38.1042711,127.7024193
13303,인천,아주볼링센타,체육시설,인천광역시 부평구  갈월서로 26 아주아파트 아주종합상가 3층,37.5095095,126.7232182
22145,경기,도예공방 들꽃마을,문화체험,경기도 이천시 신둔면 도자예술로5번길 95,37.3239798,127.4129911
13955,경북,놀이터(놀이를 만드는 공간),공연,경상북도 안동시  태화1길 11 2층,36.5643551,128.7130513
9547,충북,진천군청(종박물관),미술,충북 진천군 진천읍  710번지,36.8549749,127.4412383
18504,경북,초담산방(덕심도예),문화체험,경상북도 김천시 감문면 송북1길 100-7,36.2487181,128.1554468
3847,충남,홍성기독백화점,도서,충남 홍성군 홍성읍 오관리 309-11,36.6006922,126.6671559
3740,제주,제주필하우스,숙박,제주 제주시 조천읍 일주동로 1415,33.544947,126.6863809
1498,광주,㈜뉴스포츠코리아,체육용품,광주 남구 군분로 134-1 (월산로),35.1444275,126.8887048
13295,강원,LG헬로비전 영서방송(케이블티비),영상,강원 원주시 동부순환로 154-25,37.3281205,127.9761138
7589,경북,제월도예,문화체험,경상북도 의성군 의성읍 의성길안로 157,36.3643765,128.714612
